Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
House of Worship,10003,NEW YORK,MANHATTAN,40.72386712,-73.98988389,20
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71450142,-73.96128714,56
Store/Commercial,10472,BRONX,BRONX,40.83116016,-73.8749888,56
Street/Sidewalk,10012,NEW YORK,MANHATTAN,40.72976604,-74.00069996,22
Club/Bar/Restaurant,10463,BRONX,BRONX,40.88352475,-73.8985272,18
Store/Commercial,10002,NEW YORK,MANHATTAN,40.71241628,-73.99436567,35
Residential Building/House,10457,BRONX,BRONX,40.85135677,-73.89532308,23
House of Worship,10003,NEW YORK,MANHATTAN,40.72747392,-73.99235478,42
Park/Playground,11237,BROOKLYN,BROOKLYN,40.70295042,-73.9256533,29
Store/Commercial,10035,NEW YORK,MANHATTAN,40.79736582,-73.93749906,63
Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86230784,-73.92280348,48
Club/Bar/Restaurant,11201,BROOKLYN,BROOKLYN,40.69645987,-73.98317319,11
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86564013,-73.92738037,12
Residential Building/House,10308,STATEN ISLAND,STATEN ISLAND,40.54938693,-74.15070863,26
House of Worship,11228,BROOKLYN,BROOKLYN,40.61896738,-74.00883229,27
Park/Playground,10470,BRONX,BRONX,40.90367938,-73.8508647,17
Store/Commercial,11230,BROOKLYN,BROOKLYN,40.61793824,-73.96388977,57
Street/Sidewalk,10033,NEW YORK,MANHATTAN,40.84895293,-73.9328746,19
Club/Bar/Restaurant,10011,NEW YORK,MANHATTAN,40.7428118,-73.99657889,37
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72115966,-73.98097353,49
Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70560346,-73.93757788,15
House of Worship,11206,BROOKLYN,BROOKLYN,40.70817828,-73.94332847,15
Park/Playground,10013,NEW YORK,MANHATTAN,40.71921777,-74.0063095,10
Store/Commercial,10306,STATEN ISLAND,STATEN ISLAND,40.57906514,-74.10811288,77
Street/Sidewalk,10312,STATEN ISLAND,STATEN ISLAND,40.5625145,-74.19178886,11
Club/Bar/Restaurant,10028,NEW YORK,MANHATTAN,40.77632767,-73.95578838,22
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72281326,-73.99144978,18
Residential Building/House,10034,NEW YORK,MANHATTAN,40.87071468,-73.91476322,64
House of Worship,10016,NEW YORK,MANHATTAN,40.74368013,-73.97960297,11
Park/Playground,11217,BROOKLYN,BROOKLYN,40.68114853,-73.97726414,20
Store/Commercial,11104,SUNNYSIDE,QUEENS,40.74195489,-73.91961929,12
Street/Sidewalk,10012,NEW YORK,MANHATTAN,40.72450705,-74.00294755,13
Club/Bar/Restaurant,11237,BROOKLYN,BROOKLYN,40.70180454,-73.92363491,22
Store/Commercial,10003,NEW YORK,MANHATTAN,40.73235062,-73.98494658,20
Residential Building/House,10011,NEW YORK,MANHATTAN,40.74288581,-74.00582817,15
House of Worship,10009,NEW YORK,MANHATTAN,40.72341065,-73.98280922,19
Park/Playground,11216,BROOKLYN,BROOKLYN,40.68149547,-73.95352573,13
Store/Commercial,11207,BROOKLYN,BROOKLYN,40.67892152,-73.89582809,128
Street/Sidewalk,10018,NEW YORK,MANHATTAN,40.75662327,-73.99396128,14
Club/Bar/Restaurant,10023,NEW YORK,MANHATTAN,40.77914001,-73.98290676,13
Store/Commercial,10018,NEW YORK,MANHATTAN,40.7511357,-73.98503256,12
Residential Building/House,11220,BROOKLYN,BROOKLYN,40.64032707,-74.01171409,14
House of Worship,10001,NEW YORK,MANHATTAN,40.74787557,-73.99106401,22
Park/Playground,10019,NEW YORK,MANHATTAN,40.76473551,-73.98221735,14
Store/Commercial,10027,NEW YORK,MANHATTAN,40.80823938,-73.95258473,12
Street/Sidewalk,10026,NEW YORK,MANHATTAN,40.80428264,-73.95548084,16
Club/Bar/Restaurant,11206,BROOKLYN,BROOKLYN,40.69752214,-73.93623669,12
Store/Commercial,11103,ASTORIA,QUEENS,40.75899736,-73.92009686,21
Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70693136,-73.9474341,94
House of Worship,11385,RIDGEWOOD,QUEENS,40.70348142,-73.89547232,42
Park/Playground,11216,BROOKLYN,BROOKLYN,40.67838055,-73.94804066,11
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.74462497,-73.95347808,36
Street/Sidewalk,10035,NEW YORK,MANHATTAN,40.80230478,-73.94525299,12
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.71900026,-73.98606791,12
Store/Commercial,11207,BROOKLYN,BROOKLYN,40.69011887,-73.90709712,19
Residential Building/House,11237,BROOKLYN,BROOKLYN,40.70056181,-73.91295393,30
House of Worship,11213,BROOKLYN,BROOKLYN,40.67027724,-73.93099245,55
Park/Playground,10009,NEW YORK,MANHATTAN,40.72572934,-73.97900235,12
Store/Commercial,10031,NEW YORK,MANHATTAN,40.823736,-73.95240387,11
Street/Sidewalk,10040,NEW YORK,MANHATTAN,40.85751875,-73.93219718,26
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76369334,-73.98880931,15
Store/Commercial,10036,NEW YORK,MANHATTAN,40.76192584,-73.9900983,32
Residential Building/House,11231,BROOKLYN,BROOKLYN,40.68077744,-73.99667581,12
House of Worship,11214,BROOKLYN,BROOKLYN,40.61265191,-73.99671882,20
Park/Playground,10455,BRONX,BRONX,40.81254749,-73.90271399,20
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82460032,-73.95177094,21
Street/Sidewalk,10465,BRONX,BRONX,40.81955851,-73.81755045,16
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.75812799,-73.91722105,43
Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68290024,-73.94042226,12
Residential Building/House,11229,BROOKLYN,BROOKLYN,40.60014699,-73.94451129,17
House of Worship,10030,NEW YORK,MANHATTAN,40.81561858,-73.94348264,63
Park/Playground,11237,BROOKLYN,BROOKLYN,40.70650025,-73.9227639,15
Store/Commercial,11106,ASTORIA,QUEENS,40.75658005,-73.9297516,13
Street/Sidewalk,11238,BROOKLYN,BROOKLYN,40.67947376,-73.96457391,18
Club/Bar/Restaurant,10025,NEW YORK,MANHATTAN,40.80019718,-73.96808181,30
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.70301813,-73.93311531,21
Residential Building/House,11215,BROOKLYN,BROOKLYN,40.66157758,-73.99317331,23
House of Worship,10025,NEW YORK,MANHATTAN,40.80117228,-73.96145706,13
Park/Playground,11237,BROOKLYN,BROOKLYN,40.70398282,-73.93063656,12
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.69646833,-73.98472388,22
Street/Sidewalk,11221,BROOKLYN,BROOKLYN,40.69790634,-73.9268959,10
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.74216218,-73.95871969,20
Store/Commercial,11205,BROOKLYN,BROOKLYN,40.6899801,-73.97222728,34
Residential Building/House,11354,FLUSHING,QUEENS,40.76399145,-73.81082576,23
House of Worship,11211,BROOKLYN,BROOKLYN,40.71358729,-73.94149503,12
Park/Playground,10009,NEW YORK,MANHATTAN,40.72483221,-73.98137656,52
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.71091586,-73.94549398,21
Street/Sidewalk,10469,BRONX,BRONX,40.87763782,-73.84670675,16
Club/Bar/Restaurant,10034,NEW YORK,MANHATTAN,40.86739232,-73.91678133,11
Store/Commercial,10003,NEW YORK,MANHATTAN,40.7249841,-73.98843338,13
Residential Building/House,10002,NEW YORK,MANHATTAN,40.71647268,-73.9892898,28
House of Worship,10031,NEW YORK,MANHATTAN,40.82990967,-73.94791149,25
Park/Playground,10003,NEW YORK,MANHATTAN,40.73413951,-73.98039972,47
Store/Commercial,10023,NEW YORK,MANHATTAN,40.77334779,-73.97806306,23
Street/Sidewalk,10024,NEW YORK,MANHATTAN,40.78352999,-73.9743404,13
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.7512725,-73.94093859,28
Store/Commercial,10304,STATEN ISLAND,STATEN ISLAND,40.62643622,-74.07549352,21
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.72241571,-73.95001219,38
House of Worship,11217,BROOKLYN,BROOKLYN,40.68689067,-73.97765882,11
Park/Playground,11234,BROOKLYN,BROOKLYN,40.6171024,-73.93081689,24
Store/Commercial,11209,BROOKLYN,BROOKLYN,40.624014,-74.03084689,65
Street/Sidewalk,11378,MASPETH,QUEENS,40.71596994,-73.90152386,10
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.72975498,-74.00434411,10
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73324078,-74.00531135,24
Residential Building/House,11231,BROOKLYN,BROOKLYN,40.67990697,-74.00989312,16
House of Worship,11211,BROOKLYN,BROOKLYN,40.71091305,-73.95148888,35
Park/Playground,10463,BRONX,BRONX,40.88708117,-73.90413474,12
Store/Commercial,10033,NEW YORK,MANHATTAN,40.84811307,-73.93780921,13
Street/Sidewalk,10465,BRONX,BRONX,40.82880796,-73.82445928,16
Club/Bar/Restaurant,11102,ASTORIA,QUEENS,40.76680965,-73.92118495,10
Store/Commercial,10021,NEW YORK,MANHATTAN,40.76829629,-73.95507168,68
Residential Building/House,10075,NEW YORK,MANHATTAN,40.77247106,-73.95513385,41
House of Worship,11361,BAYSIDE,QUEENS,40.76426567,-73.7713286,21
Park/Playground,11693,FAR ROCKAWAY,QUEENS,40.58670162,-73.81481311,17
Store/Commercial,11201,BROOKLYN,BROOKLYN,40.69159906,-73.98437882,40
Street/Sidewalk,11237,BROOKLYN,BROOKLYN,40.70425413,-73.9299438,63
Club/Bar/Restaurant,10466,BRONX,BRONX,40.89474939,-73.85614027,13
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86925225,-73.91543399,10
Residential Building/House,11385,RIDGEWOOD,QUEENS,40.70433785,-73.90178269,15
House of Worship,11368,CORONA,QUEENS,40.74865244,-73.86912728,29
Park/Playground,10312,STATEN ISLAND,STATEN ISLAND,40.56251465,-74.19169889,26
Store/Commercial,10009,NEW YORK,MANHATTAN,40.7300087,-73.98063906,18
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71113444,-73.9493281,17
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.74460027,-73.95348893,30
Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68484087,-73.86797973,21
Residential Building/House,10009,NEW YORK,MANHATTAN,40.72722535,-73.97965852,10
House of Worship,11103,ASTORIA,QUEENS,40.76411415,-73.91703311,10
Park/Playground,10010,NEW YORK,MANHATTAN,40.74164779,-73.9919165,14
Store/Commercial,10040,NEW YORK,MANHATTAN,40.85579314,-73.92898529,19
Street/Sidewalk,11373,ELMHURST,QUEENS,40.74336358,-73.87430548,15
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76710753,-73.98631416,27
Store/Commercial,10472,BRONX,BRONX,40.83111624,-73.87498166,14
Residential Building/House,10032,NEW YORK,MANHATTAN,40.83881118,-73.93767696,12
House of Worship,11214,BROOKLYN,BROOKLYN,40.61561908,-73.99997839,10
Park/Playground,11237,BROOKLYN,BROOKLYN,40.69892627,-73.91713227,13
Store/Commercial,10304,STATEN ISLAND,STATEN ISLAND,40.6266308,-74.07594044,18
Street/Sidewalk,10019,NEW YORK,MANHATTAN,40.76201429,-73.97571681,10
Club/Bar/Restaurant,11106,ASTORIA,QUEENS,40.76226205,-73.92598056,22
Store/Commercial,10033,NEW YORK,MANHATTAN,40.84691111,-73.93823322,19
Residential Building/House,10034,NEW YORK,MANHATTAN,40.86732922,-73.91681756,15
House of Worship,11212,BROOKLYN,BROOKLYN,40.66375721,-73.92472737,10
Park/Playground,10032,NEW YORK,MANHATTAN,40.84133806,-73.9358567,15
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.67722158,-73.96900953,12
Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.7488118,-73.9959109,18
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76223598,-73.98986362,51
Store/Commercial,10003,NEW YORK,MANHATTAN,40.72893887,-73.98485715,12
Residential Building/House,11411,CAMBRIA HEIGHTS,QUEENS,40.691883,-73.73053304,17
House of Worship,11105,ASTORIA,QUEENS,40.77528508,-73.90951651,15
Park/Playground,11385,RIDGEWOOD,QUEENS,40.69693909,-73.90644209,20
Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68210878,-73.94991261,42
Street/Sidewalk,10007,NEW YORK,MANHATTAN,40.71464768,-74.00736239,10
Club/Bar/Restaurant,11235,BROOKLYN,BROOKLYN,40.58411122,-73.93298959,31
Store/Commercial,11226,BROOKLYN,BROOKLYN,40.65052979,-73.95582489,11
Residential Building/House,11418,RICHMOND HILL,QUEENS,40.69507899,-73.82851854,20
House of Worship,10002,NEW YORK,MANHATTAN,40.71946965,-73.98637445,12
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71901757,-73.95643966,25
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.70735854,-73.93977642,11
Street/Sidewalk,11367,FLUSHING,QUEENS,40.72779195,-73.81148415,11
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.76333075,-73.91546379,13
Store/Commercial,10462,BRONX,BRONX,40.83088435,-73.85078215,14
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.67218121,-73.95743278,10
House of Worship,11215,BROOKLYN,BROOKLYN,40.67587697,-73.98413014,15
Park/Playground,11216,BROOKLYN,BROOKLYN,40.68681527,-73.95461096,17
Store/Commercial,10024,NEW YORK,MANHATTAN,40.78397809,-73.97773096,17
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72358699,-73.98820273,11
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.73135798,-74.00235251,69
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71744011,-73.95855824,11
Residential Building/House,11372,JACKSON HEIGHTS,QUEENS,40.7501469,-73.88043909,10
House of Worship,10454,BRONX,BRONX,40.80801204,-73.91894349,11
Park/Playground,11226,BROOKLYN,Unspecified,40.6513983,-73.95895964,12
Store/Commercial,10010,NEW YORK,Unspecified,40.74164779,-73.9919165,14
Street/Sidewalk,11385,RIDGEWOOD,Unspecified,40.71287692,-73.90517886,133
Club/Bar/Restaurant,11411,CAMBRIA HEIGHTS,Unspecified,40.691883,-73.73053304,17
Store/Commercial,10022,NEW YORK,Unspecified,40.75926849,-73.97114798,80
Residential Building/House,11203,BROOKLYN,BROOKLYN,40.64495578,-73.92112349,17
House of Worship,11103,ASTORIA,QUEENS,40.76495968,-73.91724144,16
Park/Playground,10075,NEW YORK,MANHATTAN,40.77383563,-73.95625939,19
Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70552033,-73.92271454,12
Street/Sidewalk,10012,NEW YORK,MANHATTAN,40.72970291,-74.00072522,11
Club/Bar/Restaurant,11223,BROOKLYN,BROOKLYN,40.60509494,-73.97230221,14
Store/Commercial,10003,NEW YORK,MANHATTAN,40.72749281,-73.98848346,10
Residential Building/House,11103,ASTORIA,QUEENS,40.76351646,-73.91419287,11
House of Worship,10463,BRONX,BRONX,40.88712803,-73.90437698,12
Park/Playground,10009,NEW YORK,MANHATTAN,40.72442904,-73.98339702,11
Store/Commercial,11378,MASPETH,QUEENS,40.72018921,-73.90548232,20
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.7235816,-73.98916238,102
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.73508538,-74.00023093,15
Store/Commercial,10016,NEW YORK,MANHATTAN,40.74438357,-73.98464071,44
Residential Building/House,11201,BROOKLYN,BROOKLYN,40.69687172,-73.98409629,16
House of Worship,11106,ASTORIA,QUEENS,40.76226755,-73.92599139,17
Park/Playground,10473,BRONX,BRONX,40.81091723,-73.85566401,20
Store/Commercial,11102,ASTORIA,QUEENS,40.76961376,-73.92801217,14
Street/Sidewalk,11209,BROOKLYN,BROOKLYN,40.62131558,-74.03192991,15
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76494485,-73.98789577,10
Store/Commercial,11217,BROOKLYN,BROOKLYN,40.67667785,-73.98029403,11
Residential Building/House,10305,STATEN ISLAND,STATEN ISLAND,40.61361029,-74.0657686,98
House of Worship,11206,BROOKLYN,BROOKLYN,40.70404807,-73.93425038,30
Park/Playground,10027,NEW YORK,MANHATTAN,40.80844735,-73.94499508,12
Store/Commercial,10310,STATEN ISLAND,STATEN ISLAND,40.64523163,-74.10467425,11
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.73298283,-74.00373453,11
Club/Bar/Restaurant,11238,BROOKLYN,BROOKLYN,40.68160169,-73.95854445,16
Store/Commercial,11222,BROOKLYN,BROOKLYN,40.73332113,-73.95814784,24
Residential Building/House,11106,ASTORIA,QUEENS,40.76122585,-73.92378698,10
House of Worship,11428,QUEENS VILLAGE,QUEENS,40.71785873,-73.73729297,34
Park/Playground,10001,NEW YORK,MANHATTAN,40.74660776,-73.99570532,14
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73618847,-74.008321,12
Street/Sidewalk,11221,BROOKLYN,BROOKLYN,40.69250767,-73.92736339,19
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.71876493,-73.99469342,10
Store/Commercial,11222,BROOKLYN,BROOKLYN,40.72606677,-73.93966571,15
Residential Building/House,10021,NEW YORK,MANHATTAN,40.76989898,-73.95445686,13
House of Worship,10001,NEW YORK,MANHATTAN,40.74992339,-73.99510238,16
Park/Playground,10452,BRONX,BRONX,40.84151869,-73.9177353,70
Store/Commercial,11104,SUNNYSIDE,QUEENS,40.7410231,-73.92169179,11
Street/Sidewalk,11385,RIDGEWOOD,QUEENS,40.70476256,-73.91100803,43
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.8138571,-73.94477023,12
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.71158055,-73.9357471,12
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.72530896,-73.95752151,12
House of Worship,10027,NEW YORK,MANHATTAN,40.80947766,-73.95357725,48
Park/Playground,10034,NEW YORK,MANHATTAN,40.86958974,-73.91529255,14
Store/Commercial,10009,NEW YORK,MANHATTAN,40.72815072,-73.98201785,25
Street/Sidewalk,11368,CORONA,QUEENS,40.74664069,-73.86220199,13
Club/Bar/Restaurant,11213,BROOKLYN,BROOKLYN,40.67062342,-73.93155805,19
Store/Commercial,10029,NEW YORK,MANHATTAN,40.79593876,-73.94318875,161
Residential Building/House,10128,NEW YORK,MANHATTAN,40.78423707,-73.94706974,12
House of Worship,10306,STATEN ISLAND,STATEN ISLAND,40.57134572,-74.09365556,57
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71996962,-73.95544697,111
Store/Commercial,11209,BROOKLYN,BROOKLYN,40.62856535,-74.02897565,18
Street/Sidewalk,11102,ASTORIA,QUEENS,40.76854724,-73.92141755,43
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71926915,-73.96152968,11
Store/Commercial,10011,NEW YORK,MANHATTAN,40.74235897,-73.99911225,21
Residential Building/House,10451,BRONX,BRONX,40.81889454,-73.91849307,19
House of Worship,10454,BRONX,BRONX,40.80496388,-73.91310275,16
Park/Playground,11201,BROOKLYN,BROOKLYN,40.68454578,-73.99192703,20
Store/Commercial,11106,ASTORIA,QUEENS,40.75541196,-73.92722622,115
Street/Sidewalk,11214,BROOKLYN,BROOKLYN,40.60791158,-73.99483188,18
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.7644426,-73.9882352,39
Store/Commercial,11101,LONG ISLAND CITY,QUEENS,40.75640502,-73.92219348,44
Residential Building/House,10036,NEW YORK,MANHATTAN,40.76057774,-73.985904,44
House of Worship,10027,NEW YORK,MANHATTAN,40.80677215,-73.94308559,205
Park/Playground,11204,BROOKLYN,BROOKLYN,40.61044096,-73.98183346,15
Store/Commercial,10001,NEW YORK,MANHATTAN,40.74754365,-73.99406315,39
Street/Sidewalk,10028,NEW YORK,MANHATTAN,40.77671989,-73.95507683,22
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.81442578,-73.95922399,44
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73445131,-74.00233819,88
Residential Building/House,11377,WOODSIDE,QUEENS,40.74032621,-73.92210039,23
House of Worship,11209,BROOKLYN,BROOKLYN,40.62844731,-74.02903324,33
Park/Playground,10011,NEW YORK,MANHATTAN,40.74349517,-74.0054493,67
Store/Commercial,10034,NEW YORK,MANHATTAN,40.86727173,-73.92092849,10
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71706836,-73.96308212,22
Club/Bar/Restaurant,11101,LONG ISLAND CITY,QUEENS,40.75258112,-73.93973914,18
Store/Commercial,11220,BROOKLYN,BROOKLYN,40.6393631,-74.01627554,25
Residential Building/House,11368,CORONA,QUEENS,40.75772287,-73.86356875,25
House of Worship,10458,BRONX,BRONX,40.85430528,-73.88731522,68
Park/Playground,11356,COLLEGE POINT,QUEENS,40.77834689,-73.84614097,34
Store/Commercial,11102,ASTORIA,QUEENS,40.76753131,-73.92087723,27
Street/Sidewalk,11206,BROOKLYN,BROOKLYN,40.70015704,-73.9469129,23
Club/Bar/Restaurant,11220,BROOKLYN,BROOKLYN,40.64759218,-74.01468835,28
Store/Commercial,10009,NEW YORK,MANHATTAN,40.73377999,-73.98064518,10
Residential Building/House,11385,RIDGEWOOD,QUEENS,40.70317785,-73.85804683,12
House of Worship,11102,ASTORIA,QUEENS,40.77216233,-73.92596956,18
Park/Playground,11214,BROOKLYN,BROOKLYN,40.60031925,-73.99118459,22
Store/Commercial,11225,BROOKLYN,BROOKLYN,40.66069546,-73.96063714,19
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.74104135,-74.00561149,17
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71100589,-73.96536874,31
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71171614,-73.9430405,15
Residential Building/House,10451,BRONX,BRONX,40.82652235,-73.92281609,96
House of Worship,11226,BROOKLYN,BROOKLYN,40.6412581,-73.96430594,23
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71307855,-73.96660131,11
Store/Commercial,11102,ASTORIA,QUEENS,40.76837969,-73.92124085,10
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71423222,-73.96065963,26
Club/Bar/Restaurant,11205,BROOKLYN,BROOKLYN,40.69059892,-73.95818908,24
Store/Commercial,11416,OZONE PARK,QUEENS,40.67994175,-73.86123657,12
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.7121645,-73.96643223,47
House of Worship,11418,RICHMOND HILL,QUEENS,40.6956435,-73.83929609,26
Park/Playground,10302,STATEN ISLAND,STATEN ISLAND,40.63366213,-74.13630732,23
Store/Commercial,11207,BROOKLYN,BROOKLYN,40.69114686,-73.90890228,16
Street/Sidewalk,10013,NEW YORK,MANHATTAN,40.72296449,-74.00326136,19
Club/Bar/Restaurant,10021,NEW YORK,MANHATTAN,40.7695999,-73.95470255,10
Store/Commercial,10003,NEW YORK,MANHATTAN,40.73678061,-73.98462803,20
Residential Building/House,11222,BROOKLYN,BROOKLYN,40.73066824,-73.9543213,45
House of Worship,11211,BROOKLYN,BROOKLYN,40.71070488,-73.96853587,20
Park/Playground,10022,NEW YORK,MANHATTAN,40.7560045,-73.96927607,17
Store/Commercial,11103,ASTORIA,QUEENS,40.76757152,-73.91198909,17
Street/Sidewalk,11102,ASTORIA,QUEENS,40.77205769,-73.92543895,21
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71911165,-73.95851391,33
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73350709,-74.00350363,26
Residential Building/House,10009,NEW YORK,MANHATTAN,40.72829892,-73.98188431,26
House of Worship,10022,NEW YORK,MANHATTAN,40.75743164,-73.96877729,10
Park/Playground,10014,NEW YORK,MANHATTAN,40.73937514,-74.00805075,13
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72216253,-73.98892812,11
Street/Sidewalk,11229,BROOKLYN,BROOKLYN,40.6051496,-73.94215546,30
Club/Bar/Restaurant,10463,BRONX,BRONX,40.87836063,-73.90334453,10
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82130491,-73.95420128,53
Residential Building/House,10017,NEW YORK,MANHATTAN,40.75513536,-73.97304111,24
House of Worship,11368,CORONA,QUEENS,40.75050236,-73.86203881,31
Park/Playground,10009,NEW YORK,MANHATTAN,40.72363905,-73.98732243,10
Store/Commercial,10002,NEW YORK,MANHATTAN,40.71979651,-73.98851004,31
Street/Sidewalk,10310,STATEN ISLAND,STATEN ISLAND,40.63028603,-74.10788602,39
Club/Bar/Restaurant,11234,BROOKLYN,BROOKLYN,40.62469245,-73.92749483,30
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72708959,-73.99154665,13
Residential Building/House,10031,NEW YORK,MANHATTAN,40.8247046,-73.95172028,29
House of Worship,11211,BROOKLYN,BROOKLYN,40.71638437,-73.96142312,22
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71837662,-73.96009803,61
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73371023,-74.00215775,19
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71299888,-73.96633081,85
Club/Bar/Restaurant,11103,ASTORIA,QUEENS,40.76539402,-73.91819033,22
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72251412,-73.99207034,55
Residential Building/House,11226,BROOKLYN,BROOKLYN,40.63975499,-73.95203425,68
House of Worship,10001,NEW YORK,MANHATTAN,40.7540214,-73.99956687,38
Park/Playground,11211,BROOKLYN,BROOKLYN,40.72013698,-73.95527009,22
Store/Commercial,11106,ASTORIA,QUEENS,40.75576654,-73.92802713,17
Street/Sidewalk,11237,BROOKLYN,BROOKLYN,40.69928615,-73.91382474,18
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7226406,-74.00353552,32
Store/Commercial,10019,NEW YORK,MANHATTAN,40.76228615,-73.97636287,29
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76385793,-73.98791402,38
House of Worship,11228,BROOKLYN,BROOKLYN,40.61858308,-74.00921765,11
Park/Playground,11214,BROOKLYN,BROOKLYN,40.60079169,-74.00061579,12
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71806827,-73.95749005,28
Street/Sidewalk,10002,NEW YORK,MANHATTAN,40.71954905,-73.9848196,15
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.74362677,-73.97363762,19
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82641066,-73.94316996,24
Residential Building/House,10036,NEW YORK,MANHATTAN,40.76125915,-73.9942713,20
House of Worship,10471,BRONX,BRONX,40.89025222,-73.89880989,19
Park/Playground,10001,NEW YORK,MANHATTAN,40.74644833,-73.9914684,22
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.70415201,-73.93361911,17
Street/Sidewalk,11209,BROOKLYN,BROOKLYN,40.62140725,-74.02771897,12
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.71838773,-73.98277083,128
Store/Commercial,11104,SUNNYSIDE,QUEENS,40.74466982,-73.91628864,15
Residential Building/House,10033,NEW YORK,MANHATTAN,40.84897766,-73.93293602,17
House of Worship,10310,STATEN ISLAND,STATEN ISLAND,40.62671373,-74.12791012,35
Park/Playground,10034,NEW YORK,MANHATTAN,40.86232547,-73.92047162,10
Store/Commercial,11225,BROOKLYN,BROOKLYN,40.66205702,-73.95367624,22
Street/Sidewalk,10465,BRONX,BRONX,40.83142462,-73.82689877,23
Club/Bar/Restaurant,10026,NEW YORK,MANHATTAN,40.80015915,-73.94684037,37
Store/Commercial,10002,NEW YORK,MANHATTAN,40.719602,-73.99309883,23
